0,-10.0
1,-9.998500087497458
2,-9.994001399837343
3,-9.986507085647393
4,-9.976022389592
5,-9.962554647802355
6,-9.946113281484335
7,-9.926709788709971
8,-9.904357734399724
9,-9.879072738504687
10,-9.850872462399213
11,-9.819776593496202
12,-9.785806828098844
13,-9.748986852504204
14,-9.70934232237556
15,-9.666900840402024
16,-9.621691932265428
17,-9.5737470209361
18,-9.523099399320492
19,-9.469784201285222
20,-9.41383837108353
21,-9.355300631211517
22,-9.294211448722983
23,-9.230613000033108
24,-9.164549134242492
25,-9.096065335014424
26,-9.025208681039583
27,-8.952027805123587
28,-8.876572851934096
29,-8.798895434445278
30,-8.719048589118756
31,-8.63708672986115
32,-8.553065600799505
33,-8.467042227916933
34,-8.379074869591784
35,-8.289222966084726
36,-8.197547088018931
37,-8.104108883899599
38,-8.0089710267198
39,-7.912197159700504
40,-7.813851841213405
41,-7.7140004889358815
42,-7.612709323288126
43,-7.510045310203125
44,-7.406076103280755
45,-7.30086998537778
46,-7.194495809686128
47,-7.087022940352151
48,-6.9785211926901045
49,-6.869060773043354
50,-6.758712218347169
51,-6.647546335447232
52,-6.535634140228165
53,-6.423046796606603
54,-6.309855555443385
55,-6.19613169342959
56,-6.081946452001079
57,-5.967370976336211
58,-5.852476254491349
59,-5.737333056728597
60,-5.622011875090015
61,-5.506582863272439
62,-5.391115776856604
63,-5.275679913944088
64,-5.160344056255104
65,-5.04517641073986
66,-4.930244551755608
67,-4.815615363861151
68,-4.701354985279843
69,-4.587528752081665
70,-4.474201143134186
71,-4.361435725871618
72,-4.249295102930351
73,-4.137840859698644
74,-4.027133512827258
75,-3.917232459746982
76,-3.8081959292381002
77,-3.700080933095849
78,-3.592943218935001
79,-3.4868372241755896
80,-3.3818160312508043
81,-3.2779313240769197
82,-3.1752333458240463
83,-3.0737708580252194
84,-2.9735911010602623
85,-2.874739756049488
86,-2.7772609081911264
87,-2.6811970115750263
88,-2.5865888555038223
89,-2.4934755323514595
90,-2.4018944069875037
91,-2.311881087794335
92,-2.22346939930281
93,-2.1366913564705654
94,-2.0515771406256365
95,-1.968155077096567
96,-1.8864516145486525
97,-1.8064913060444483
98,-1.7282967918450796
99,-1.6518887839673555
100,-1.57728605251009
101,-1.5045054137614304
102,-1.4335617200974067
103,-1.3644678516802802
104,-1.297234709963663
105,-1.2318712130097407
106,-1.168384292622295
107,-1.1067788932975995
108,-1.047057972993609
109,-0.9892225057162257
110,-0.9332714859197966
111,-0.8792019347173472
112,-0.8270089078944381
113,-0.776685505718896
114,-0.7282228845370535
115,-0.6816102701455284
116,-0.636834972925965
117,-0.5938824047285695
118,-0.5527360974887021
119,-0.5133777235592287
120,-0.4757871177397728
121,-0.43994230098249676
122,-0.40581950575252046
123,-0.373393203019597
124,-0.3426361308561937
125,-0.31351932461568144
126,-0.2860121486629074
127,-0.2600823296280314
128,-0.23569599115312995
129,-0.21281769009972828
130,-0.19141045418410493
131,-0.17143582100592436
132,-0.15285387843449966
133,-0.1356233063157637
134,-0.11970141946183468
135,-0.10504421188390976
136,-0.09160640222809735
137,-0.07934148037271542
138,-0.06820175514453733
139,-0.05813840311045719
140,-0.04910151840007856
141,-0.04104016351380083
142,-0.03390242107009017
143,-0.027635446444774905
144,-0.022185521254401968
145,-0.017498107634930548
146,-0.013517903266321773
147,-0.010188897092912009
148,-0.007454425688829718
149,-0.0052572302171350485
150,-0.003539513930826133
151,-0.002243000163367854
152,-0.0013089907559578568
153,-0.0006784248683509418
154,-0.00029193811971744743
155,-8.992200571383447e-05
156,-1.2583537694811865e-05
157,-5.049796184190524e-09
